Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location,Count
*SPARROW,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,4/6/2014,K14-009809,WESTFARM,A309098,7/15/2014,7/30/2014,15,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,94942,"94942(37.906673, -122.547548)",1
,OTHER,TROPICAL,WHITE,Unknown,SMALL,,K18-027927,CI02,A371056,4/21/2018,4/27/2018,6,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*PETALUMA,94952,"94952(38.236012, -122.730241)",1
*FINN,DOG,PARSON RUSS TER/CHIHUAHUA SH,BROWN/WHITE,Neutered,PUPPY,5/10/2018,K18-029352,DA03,A375151,8/3/2018,8/11/2018,8,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
BRATT,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,9/1/2010,K18-028633,MAC,A374010,6/13/2018,8/11/2018,59,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,MOB EVENT,TREATABLE/MANAGEABLE,HEALTHY,COUNTY,COUNTY,95442,"95442(38.371317, -122.520506)",1
,OTHER,TROPICAL,GRAY TIGER,Unknown,SMALL,,K18-027926,CI02,A371057,4/21/2018,4/27/2018,6,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*PETALUMA,94952,"94952(38.236012, -122.730241)",1
WILLOW,DOG,GREAT DANE,GRAY/WHITE,Spayed,X-LRG,12/20/2015,K16-019506,DA17,A339023,6/30/2016,7/21/2016,21,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,*PETALUMA,94952,"94952(38.236012, -122.730241)",1
SISSY CHEVELLE,DOG,CHIHUAHUA SH/MALTESE,BLACK,Spayed,PUPPY,4/8/2018,K18-028576,DA02,A373738,6/7/2018,7/6/2018,29,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95403,"95403(38.486997, -122.749134)",1
*ASHLEY,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,5/1/2018,K18-029314,MAC,A375098,8/1/2018,8/11/2018,10,STRAY,OVER THE COUNTER,ADOPTION,MOB EVENT,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95442,"95442(38.371317, -122.520506)",1
,OTHER,TROPICAL,GRAY TIGER,Unknown,SMALL,,K18-027931,CI02,A371064,4/21/2018,4/27/2018,6,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*PETALUMA,94952,"94952(38.236012, -122.730241)",1
SWISHER,DOG,PIT BULL/MIX,BROWN,Neutered,LARGE,,K17-022228,DQ115,A346265,1/14/2017,3/15/2017,60,CONFISCATE,FLD_ARREST,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,COUNTY,95439,"95439(38.49169, -122.776056)",1
LOBO,DOG,SIBERIAN HUSKY/MIX,WHITE/BLACK,Neutered,LARGE,5/1/2006,K18-028989,DS87,A032834,7/7/2018,8/11/2018,35,STRAY,FIELD,DIED,IN KENNEL,UNKNOWN,DEAD,WINDSOR,WINDSOR,95492,"95492(38.541541, -122.809202)",1
ZIGGY,DOG,AUST KELPIE/MIX,BROWN/WHITE,Neutered,MED,10/5/2014,K16-020807,DA13,A342494,9/20/2016,11/12/2016,53,STRAY,FIELD,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95472,"95472(38.394388, -122.850998)",1
TANNER,DOG,LABRADOR RETR,GOLD,Spayed,X-LRG,5/3/2009,K16-018679,DS84,A336508,5/2/2016,5/3/2016,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,WINDSOR,95492,"95492(38.541541, -122.809202)",1
CHLOE,DOG,SCOT TERRIER/MIX,BLACK,Spayed,SMALL,5/11/2007,K16-021225,TRUCK,A262708,10/18/2016,10/18/2016,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,WINDSOR,95492,"95492(38.541541, -122.809202)",1
*DAVID,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,SMALL,7/30/2016,K18-029273,CA02,A375039,7/30/2018,8/14/2018,15,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,WINDSOR,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
MIA,DOG,SHIH TZU,CREAM/BLACK,Female,SMALL,8/14/2015,K18-029449,DS88,A375334,8/13/2018,8/14/2018,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
OSCAR,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,9/22/2014,K18-029354,CS05,A361192,8/4/2018,8/14/2018,10,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,TREATABLE/REHAB,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Unknown,SMALL,,K18-029457,CS06,A375341,8/13/2018,8/14/2018,1,STRAY,OVER THE COUNTER,TRANSFER,FORGOTTEN,UNKNOWN,TREATABLE/MANAGEABLE,WINDSOR,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
WALKER,DOG,PIT BULL/MIX,BR BRINDLE,Neutered,LARGE,7/24/2014,K18-028908,DS67,A374428,7/3/2018,7/7/2018,4,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
KALI,DOG,RHOD RIDGEBACK/MIX,BROWN/WHITE,Spayed,LARGE,1/2/2010,K18-029459,TRUCK,A346067,8/13/2018,8/13/2018,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,7/28/2004,K18-029259,SMM,A375012,7/28/2018,8/14/2018,17,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNKNOWN,UNTREATABLE,COUNTY,,,,1
*MICHAEL,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,3/18/2018,K18-028510,CA02,A373302,6/2/2018,8/14/2018,73,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
DELILAH,DOG,PIT BULL/MIX,BROWN/BLACK,Spayed,LARGE,,K17-024433,DS91,A355662,7/17/2017,7/18/2017,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*MAPLE,OTHER,GUINEA PIG,BROWN/BLACK,Female,SMALL,,K18-029054,LOBBY,A374594,7/10/2018,8/14/2018,35,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492(38.541541, -122.809202)",1
MR BO JANGLES,DOG,LABRADOR RETR,YELLOW/WHITE,Neutered,LARGE,11/11/2016,K17-024897,DS66,A357024,8/17/2017,8/18/2017,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,HEALTHY,COUNTY,COUNTY,95401,"95401(38.446019, -122.766748)",1
OTTO,DOG,CHIHUAHUA SH,TAN/WHITE,Male,SMALL,8/14/2016,K18-029450,DS87,A375335,8/13/2018,8/14/2018,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
GINGER,DOG,RHOD RIDGEBACK/MIX,YELLOW,Spayed,MED,7/12/2013,K14-008716,DA14,A306202,5/5/2014,5/13/2014,8,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
CINNAMON,DOG,CHIHUAHUA SH,BR BRINDLE,Spayed,TOY,11/26/2005,K16-021691,DS53,A345667,11/26/2016,12/24/2016,28,STRAY,OVER THE COUNTER,TRANSFER,HSSC,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1
LUCKY,DOG,PIT BULL,BR BRINDLE/WHITE,Male,MED,,K18-029010,DS93,A374548,7/8/2018,8/14/2018,37,STRAY,FIELD,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,OUT OF COUNTY,94110,"94110(37.749202, -122.41575)",1
RIBBON,CAT,DOMESTIC MH,BLACK/WHITE,Spayed,KITTN,9/2/2014,K14-011391,WESTFARM,A312958,10/21/2014,12/10/2014,50,TRANSFER,VET_HOSP,ADOPTION,WESTFARM,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
MIMI,CAT,DOMESTIC SH,ORANGE,Neutered,SMALL,,K17-025904,CI01,A362701,10/18/2017,10/24/2017,6,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,HEALTHY,COUNTY,COUNTY,95492,"95492(38.541541, -122.809202)",1
BEBE,CAT,DOMESTIC SH,GRAY/WHITE,Female,SMALL,,K17-025903,CA03,A362700,10/18/2017,10/24/2017,6,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,HEALTHY,COUNTY,COUNTY,95492,"95492(38.541541, -122.809202)",1
SPOT,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,3/18/2018,K18-028641,LOBBY,A374023,6/14/2018,6/23/2018,9,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
*ROSCOE,CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,KITTN,4/25/2018,K18-028956,LOBBY,A374480,7/6/2018,8/15/2018,40,STRAY,FIELD,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,,94515,"94515(38.596259, -122.603413)",1
PRINCESSA,DOG,CHIHUAHUA SH,BLACK,Spayed,SMALL,4/15/2014,K15-015446,RECEIVING,A326056,8/15/2015,8/15/2015,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1
ELVIS,CAT,DOMESTIC LH,BLACK,Neutered,SMALL,7/29/2006,K16-020023,SMM,A340219,7/29/2016,8/5/2016,7,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,COUNTY,WINDSOR,95492,"95492(38.541541, -122.809202)",1
LEDSON,DOG,SHIH TZU,WHITE/BLACK,Neutered,SMALL,12/1/2010,K15-012530,DS61,A316154,1/24/2015,1/27/2015,3,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492(38.541541, -122.809202)",1
,DOG,SIBERIAN HUSKY/LABRADOR RETR,WHITE/BLACK,Male,LARGE,,K18-029173,DS79,A374848,7/20/2018,8/15/2018,26,STRAY,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1
PAIGE,CAT,DOMESTIC MH,WHITE,Spayed,SMALL,7/31/2010,K18-029298,CS05,A375074,7/31/2018,8/14/2018,14,TRANSFER,PRIV_SHELT,TRANSFER,HSSC,UNKNOWN,HEALTHY,OUT OF COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1
BETTIE PAGE,DOG,PIT BULL,GRAY,Spayed,LARGE,6/24/2011,K17-025344,DQ118,A275496,9/16/2017,9/26/2017,10,QUARANTINE,FIELD_RETURN TO OWNER,RETURN TO OWNER,FLD_PRVS,UNKNOWN,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492(38.541541, -122.809202)",1
VELMA,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,7/26/2016,K18-028806,WESTFARM,A374287,6/26/2018,8/15/2018,50,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95404,"95404(38.458384, -122.675588)",1
,DOG,PIT BULL,BLACK,Male,LARGE,,K18-029358,DQ113,A375168,8/4/2018,8/15/2018,11,STRAY,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNKNOWN,UNTREATABLE,SANTA ROSA,,,,1
,DOG,CHIHUAHUA SH,TAN,Neutered,TOY,8/15/2003,K18-029490,SMM,A375398,8/15/2018,8/16/2018,1,STRAY,FIELD,EUTHANIZE,ILL SEVERE,TREATABLE/MANAGEABLE,UNTREATABLE,COUNTY,,,,1
*DAVEY,CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,4/5/2018,K18-029497,CS06,A373490,8/15/2018,8/16/2018,1,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,FORGOTTEN,HEALTHY,TREATABLE/MANAGEABLE,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
JAKE,DOG,CHIHUAHUA LH/MIX,BUFF,Neutered,SMALL,10/6/2006,K17-024224,DS85,A255099,7/5/2017,7/6/2017,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
DUKE,DOG,CHIHUAHUA SH/DACHSHUND,TAN/WHITE,Spayed,TOY,11/2/2010,K18-029335,DS90,A284403,8/3/2018,8/10/2018,7,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_WALKIN,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
SPARKY,DOG,PIT BULL/BOXER,WHITE/RED,Neutered,MED,2/1/2014,K18-029331,DS64,A326019,8/2/2018,8/16/2018,14,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,WINDSOR,,,,1
DIESEL,DOG,PIT BULL/BULLMASTIFF,BROWN/WHITE,Neutered,LARGE,12/1/2011,K18-029478,DQ111,A277086,8/14/2018,8/16/2018,2,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_ARREST,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
GIGI,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,2/3/2018,K18-027865,LOBBY,A370912,4/17/2018,4/21/2018,4,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
HARLEY,DOG,PIT BULL/BULLMASTIFF,BL BRINDLE,Neutered,LARGE,12/1/2011,K18-029479,DQ114,A277085,8/14/2018,8/16/2018,2,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_ARREST,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
ANGEL,DOG,GOLDEN RETR,GOLD,Spayed,LARGE,7/3/2015,K16-018680,DS61,A336507,5/2/2016,5/3/2016,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,WINDSOR,95492,"95492(38.541541, -122.809202)",1
*EMILIO,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,SMALL,7/25/2016,K18-029444,CA02,A374810,8/11/2018,8/16/2018,5,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,,,,1
*JENNY,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,4/5/2018,K18-029496,CS06,A373489,8/15/2018,8/16/2018,1,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,FORGOTTEN,HEALTHY,TREATABLE/MANAGEABLE,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
HARLEY,DOG,BEAGLE,TAN/WHITE,Neutered,MED,,K18-029513,TRUCK,A242449,8/16/2018,8/16/2018,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
*PEPE,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,4/25/2018,K18-028960,LOBBY,A374485,7/6/2018,8/16/2018,41,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
LILLY,DOG,PIT BULL,TAN,Spayed,MED,,K18-029477,DS74,A375380,8/14/2018,8/16/2018,2,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_ARREST,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
ANGEL,DOG,GOLDEN RETR,GOLD,Spayed,LARGE,7/3/2015,K18-029456,DS65,A336507,8/13/2018,8/16/2018,3,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,HEALTHY,WINDSOR,WINDSOR,95492,"95492(38.541541, -122.809202)",1
ANGEL,DOG,GOLDEN RETR,GOLD,Spayed,LARGE,7/3/2015,K17-022677,DS59,A336507,3/2/2017,3/3/2017,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,WINDSOR,95492,"95492(38.541541, -122.809202)",1
*BOUNCE,DOG,PIT BULL,BLUE/WHITE,Neutered,LARGE,7/3/2017,K18-028896,DA09,A374412,7/3/2018,8/21/2018,49,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95404,"95404(38.458384, -122.675588)",1
TRINITY,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,7/31/2015,K18-029300,CA02,A375077,7/31/2018,8/21/2018,21,TRANSFER,PRIV_SHELT,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,OUT OF COUNTY,COUNTY,95436,"95436(38.491884, -122.90672)",1
,CAT,DOMESTIC SH,ORG TABBY,Unknown,KITTN,,K18-029559,RECEIVING,A375501,8/21/2018,8/21/2018,0,STRAY,OVER THE COUNTER,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1
BELLA,CAT,DOMESTIC SH,BRN TABBY/BLACK,Spayed,SMALL,11/1/2007,K18-029295,CS05,A375072,7/31/2018,8/21/2018,21,TRANSFER,PRIV_SHELT,TRANSFER,HSSC,UNKNOWN,TREATABLE/MANAGEABLE,OUT OF COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1
*NICK,DOG,GERM SHEPHERD/MIX,BLACK,Neutered,LARGE,9/14/2014,K16-020757,DA41,A342372,9/14/2016,10/12/2016,28,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
BEHR,DOG,DOBERMAN PINSCH,RED/BROWN,Neutered,LARGE,,K18-029132,DS59,A374753,7/15/2018,8/16/2018,32,CONFISCATE,FLD_ARREST,TRANSFER,HSSC,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1
*TIMMY,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,4/25/2018,K18-028957,LOBBY,A374481,7/6/2018,8/16/2018,41,STRAY,FIELD,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
TANNER,DOG,LABRADOR RETR,GOLD,Spayed,X-LRG,5/3/2009,K18-029458,DS66,A336508,8/13/2018,8/16/2018,3,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,WINDSOR,WINDSOR,95492,"95492(38.541541, -122.809202)",1
CAPO,DOG,PIT BULL/MIX,YELLOW,Neutered,LARGE,5/15/2016,K18-028262,DA11,A372552,5/15/2018,8/16/2018,93,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1
LEXI,DOG,PIT BULL,WHITE/TAN,Spayed,LARGE,6/19/2014,K17-023991,DA10,A354114,6/19/2017,8/23/2017,65,OWNER SURRENDER,FIELD,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,COUNTY,COUNTY,95446,"95446(38.510032, -122.996796)",1
SAMEEZE,DOG,CHIHUAHUA SH,TAN,Male,SMALL,6/5/2015,K18-029819,DS91,A373588,9/9/2018,9/11/2018,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
ROXY,DOG,CHIHUAHUA SH,BLACK/TAN,Female,SMALL,3/12/2009,K18-029035,DS93,A374575,7/10/2018,8/17/2018,38,STRAY,FIELD,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
KILO,DOG,SIBERIAN HUSKY,WHITE,Male,MED,,K18-029516,TRUCK,A335321,8/17/2018,8/17/2018,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,WINDSOR,WINDSOR,95492,"95492(38.541541, -122.809202)",1
*LORENA,DOG,PARSON RUSS TER/MIX,BLACK/TAN,Spayed,MED,2/13/2017,K18-029323,DA03,A375119,8/2/2018,8/17/2018,15,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*MIKE,CAT,DOMESTIC SH,FLAME PT,Neutered,KITTN,6/1/2018,K18-029390,LOBBY,A375218,8/8/2018,8/17/2018,9,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1
,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,8/6/2007,K18-029287,CS05,A375060,7/31/2018,8/17/2018,17,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,HSSC,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,OUT OF COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1
,CAT,DOMESTIC SH,BLACK/WHITE,Female,KITTN,7/27/2018,K18-029525,RECEIVING,A375441,8/17/2018,8/17/2018,0,STRAY,OVER THE COUNTER,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1
,DOG,PIT BULL/MIX,GRAY,Male,LARGE,,K18-029327,DS70,A375124,8/2/2018,8/17/2018,15,STRAY,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1
ASHBY,CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,8/8/2016,K18-029376,CA02,A375206,8/7/2018,8/17/2018,10,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
KEEK - GAY BALL,CAT,DOMESTIC LH,GRAY TABBY/WHITE,Neutered,SMALL,8/17/1996,K18-029489,SMM,A375397,8/15/2018,8/17/2018,2,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
SCOOBY,DOG,CHIHUAHUA SH,BROWN/WHITE,Neutered,SMALL,8/2/2003,K18-029332,DS94,A375127,8/2/2018,8/17/2018,15,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,WINDSOR,,,,1
*NANCY,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,3/17/2018,K18-029106,CA02,A374713,7/13/2018,8/17/2018,35,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,OUT OF COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*MARY KATE,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,4/15/2018,K18-029313,LOBBY,A375096,8/1/2018,8/18/2018,17,STRAY,OVER THE COUNTER,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,SANTA ROSA,*CLOVERDALE,95425,"95425(38.790859, -123.010876)",1
RALPHIE,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,5/21/2018,K18-028932,LOBBY,A374453,7/5/2018,8/18/2018,44,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,WINDSOR,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,5/16/2018,K18-029408,CS06,A375247,8/9/2018,8/18/2018,9,STRAY,OVER THE COUNTER,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,SANTA ROSA,,95404,"95404(38.458384, -122.675588)",1
* PETER PETTIGREW,OTHER,RAT,WHITE/BLACK,Male,SMALL,,K18-029008,LOBBY,A374546,7/8/2018,8/18/2018,41,STRAY,FIELD,ADOPTION,SPEC EVENT,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*BOB,CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,6/1/2018,K18-029485,LOBBY,A375390,8/15/2018,8/18/2018,3,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403(38.486997, -122.749134)",1
*KARI,DOG,ROTTWEILER/MIX,BROWN/TAN,Spayed,PUPPY,5/3/2018,K18-029353,DA02,A375152,8/3/2018,8/18/2018,15,STRAY,OVER THE COUNTER,ADOPTION,SPEC EVENT,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
MARTHA,CAT,DOMESTIC LH,TORTIE,Spayed,SMALL,,K18-029515,SMM,A375426,8/16/2018,8/18/2018,2,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
